STUID,经度,纬度,经济指数
259,0.169612703,0.772653003,0.955987109
260,0.23006662,1,0.245879867
261,0.190840665,0.467161528,0.705465294
262,0.09674354,0.413468128,0.229448544
263,0.111147968,0.36971156,0.338547876
264,0.169612703,0.772653003,0.955987109
265,0.111147968,0.36971156,0.338547876
266,0.191747606,0.399015924,0.567586719
267,0.111147968,0.36971156,0.338547876
268,0.111147968,0.36971156,0.338547876
269,0.191747606,0.399015924,0.567586719
270,0.111147968,0.36971156,0.338547876
271,0.111147968,0.36971156,0.338547876
272,0.09674354,0.413468128,0.229448544
273,0.111147968,0.36971156,0.338547876
274,0.190840665,0.467161528,0.705465294
275,0.169612703,0.772653003,0.955987109
276,0.222283611,0.927346407,0.2357272
277,0.111147968,0.36971156,0.338547876
278,0.09674354,0.413468128,0.229448544
279,0.09674354,0.413468128,0.229448544
280,0.169612703,0.772653003,0.955987109
281,0.191747606,0.399015924,0.567586719
282,0.09674354,0.413468128,0.229448544
283,0.111147968,0.36971156,0.338547876
284,0.157171822,0.410550213,0.333668947
285,0.111147968,0.36971156,0.338547876
286,0.169612703,0.772653003,0.955987109
287,0.111147968,0.36971156,0.338547876
288,0.111147968,0.36971156,0.338547876
289,0.09674354,0.413468128,0.229448544
290,0.191747606,0.399015924,0.567586719
291,0.169612703,0.772653003,0.955987109
292,0.111147968,0.36971156,0.338547876
293,0.169612703,0.772653003,0.955987109
294,0.174796132,0.460154809,0.216352243
295,0.111147968,0.36971156,0.338547876
296,0.12557506,0.553470364,0.254462902
297,0.111147968,0.36971156,0.338547876
298,0.199537099,0.435699613,1
299,0.111147968,0.36971156,0.338547876
300,0.111147968,0.36971156,0.338547876
301,0.111147968,0.36971156,0.338547876
302,0.169612703,0.772653003,0.955987109
303,0.149398681,0.317689431,0.267487794
304,0.111147968,0.36971156,0.338547876
305,0.186743758,0.235375382,0.42789521
306,0.151160613,0.120764229,0.631136407
307,0.111147968,0.36971156,0.338547876
308,0.111147968,0.36971156,0.338547876
309,0.09674354,0.413468128,0.229448544
310,0.09674354,0.413468128,0.229448544
311,0.169612703,0.772653003,0.955987109
312,0.153432826,0.572693764,0.25126377
313,0.169612703,0.772653003,0.955987109
314,0.09674354,0.413468128,0.229448544
315,0.111147968,0.36971156,0.338547876
316,0.199537099,0.435699613,1
317,0.111147968,0.36971156,0.338547876
318,0.111147968,0.36971156,0.338547876
319,0.111147968,0.36971156,0.338547876
320,0.111147968,0.36971156,0.338547876
321,0.111147968,0.36971156,0.338547876
322,0.12557506,0.553470364,0.254462902
323,0.174796132,0.460154809,0.216352243
324,0.17424778,0.742373942,0.775330908
325,0.199537099,0.435699613,1
326,0.169612703,0.772653003,0.955987109
327,0.157171822,0.410550213,0.333668947
328,0.111147968,0.36971156,0.338547876
329,0.173130119,0.647200716,0.497585817
330,0.09674354,0.413468128,0.229448544
331,0.09674354,0.413468128,0.229448544
332,0.222283611,0.927346407,0.2357272
333,0.111147968,0.36971156,0.338547876
334,0.157171822,0.410550213,0.333668947
335,0.111147968,0.36971156,0.338547876
336,0.169612703,0.772653003,0.955987109
337,0.111147968,0.36971156,0.338547876
338,0.111147968,0.36971156,0.338547876
339,0.12557506,0.553470364,0.254462902
340,0.169612703,0.772653003,0.955987109
341,0.12557506,0.553470364,0.254462902
342,0.111147968,0.36971156,0.338547876
343,0.111147968,0.36971156,0.338547876
344,0.111147968,0.36971156,0.338547876
345,0.111147968,0.36971156,0.338547876
346,0.151160613,0.120764229,0.631136407
347,0.111147968,0.36971156,0.338547876
348,0.09674354,0.413468128,0.229448544
349,0.199537099,0.435699613,1
350,0.111147968,0.36971156,0.338547876
351,0.199537099,0.435699613,1
352,0.111147968,0.36971156,0.338547876
353,0.190840665,0.467161528,0.705465294
354,0.111147968,0.36971156,0.338547876
355,0.09674354,0.413468128,0.229448544
356,0.111147968,0.36971156,0.338547876
357,0.09674354,0.413468128,0.229448544
358,0.111147968,0.36971156,0.338547876
359,0.111147968,0.36971156,0.338547876
360,0.190840665,0.467161528,0.705465294
361,0.111147968,0.36971156,0.338547876
362,0.111147968,0.36971156,0.338547876
363,0.111147968,0.36971156,0.338547876
364,0.190840665,0.467161528,0.705465294
365,0.190840665,0.467161528,0.705465294
366,0.169612703,0.772653003,0.955987109
367,0.190840665,0.467161528,0.705465294
368,0.12557506,0.553470364,0.254462902
369,0.09346174,0.622499835,0.086186741
370,0.169612703,0.772653003,0.955987109
371,0.151160613,0.120764229,0.631136407
372,0.111147968,0.36971156,0.338547876
373,0.111147968,0.36971156,0.338547876
374,0.169612703,0.772653003,0.955987109
375,0.111147968,0.36971156,0.338547876
376,0.111147968,0.36971156,0.338547876
377,0.174796132,0.460154809,0.216352243
378,0.111147968,0.36971156,0.338547876
379,0.169612703,0.772653003,0.955987109
380,0.111147968,0.36971156,0.338547876
381,0.12557506,0.553470364,0.254462902
382,0.111147968,0.36971156,0.338547876
383,0.111147968,0.36971156,0.338547876
384,0.111147968,0.36971156,0.338547876
385,0.111147968,0.36971156,0.338547876
386,0.111147968,0.36971156,0.338547876
387,0.111147968,0.36971156,0.338547876
388,0.157171822,0.410550213,0.333668947
389,0.111147968,0.36971156,0.338547876
390,0.111147968,0.36971156,0.338547876
391,0.111147968,0.36971156,0.338547876
392,0.111147968,0.36971156,0.338547876
393,0.174796132,0.460154809,0.216352243
394,0.111147968,0.36971156,0.338547876
395,0.157171822,0.410550213,0.333668947
396,0.111147968,0.36971156,0.338547876
397,0.151160613,0.120764229,0.631136407
398,0.157171822,0.410550213,0.333668947
399,0.111147968,0.36971156,0.338547876
400,0.111147968,0.36971156,0.338547876
401,0.191747606,0.399015924,0.567586719
402,0.191747606,0.399015924,0.567586719
403,0.190840665,0.467161528,0.705465294
404,0.111147968,0.36971156,0.338547876
405,0.111147968,0.36971156,0.338547876
406,0.169612703,0.772653003,0.955987109
407,0.111147968,0.36971156,0.338547876
408,0.111147968,0.36971156,0.338547876
409,0.111147968,0.36971156,0.338547876
410,0.149398681,0.317689431,0.267487794
411,0.157171822,0.410550213,0.333668947
412,0.190840665,0.467161528,0.705465294
413,0.111147968,0.36971156,0.338547876
414,0.190840665,0.467161528,0.705465294
415,0.12557506,0.553470364,0.254462902
416,0.111147968,0.36971156,0.338547876
417,0.111147968,0.36971156,0.338547876
418,0.111147968,0.36971156,0.338547876
419,0.23006662,1,0.245879867
420,0.111147968,0.36971156,0.338547876
421,0.111147968,0.36971156,0.338547876
422,0.111147968,0.36971156,0.338547876
423,0.190840665,0.467161528,0.705465294
424,0.169612703,0.772653003,0.955987109
425,0.173130119,0.647200716,0.497585817
426,0.151160613,0.120764229,0.631136407
427,0.174796132,0.460154809,0.216352243
428,0.111147968,0.36971156,0.338547876
429,0.111147968,0.36971156,0.338547876
430,0.169612703,0.772653003,0.955987109
431,0.111147968,0.36971156,0.338547876
432,0.111147968,0.36971156,0.338547876
433,0.190840665,0.467161528,0.705465294
434,0.111147968,0.36971156,0.338547876
435,0.111147968,0.36971156,0.338547876
436,0.111147968,0.36971156,0.338547876
437,0.190840665,0.467161528,0.705465294
438,0.111147968,0.36971156,0.338547876
439,0.111147968,0.36971156,0.338547876
440,0.199537099,0.435699613,1
441,0.111147968,0.36971156,0.338547876
442,0.09674354,0.413468128,0.229448544
443,0.199537099,0.435699613,1
444,0.12557506,0.553470364,0.254462902
445,0.169612703,0.772653003,0.955987109
446,0.111147968,0.36971156,0.338547876
447,0.149398681,0.317689431,0.267487794
448,0.111147968,0.36971156,0.338547876
449,0.111147968,0.36971156,0.338547876
450,0.111147968,0.36971156,0.338547876
451,0.111147968,0.36971156,0.338547876
452,0.111147968,0.36971156,0.338547876
453,0.199537099,0.435699613,1
454,0.199537099,0.435699613,1
455,0.111147968,0.36971156,0.338547876
456,0.111147968,0.36971156,0.338547876
457,0.169612703,0.772653003,0.955987109
458,0.111147968,0.36971156,0.338547876
459,0.111147968,0.36971156,0.338547876
460,0.190840665,0.467161528,0.705465294
461,0.157171822,0.410550213,0.333668947
462,0.174796132,0.460154809,0.216352243
463,0.111147968,0.36971156,0.338547876
464,0.111147968,0.36971156,0.338547876
465,0.111147968,0.36971156,0.338547876
466,0.149398681,0.317689431,0.267487794
467,0.09674354,0.413468128,0.229448544
468,0.111147968,0.36971156,0.338547876
469,0.149398681,0.317689431,0.267487794
470,0.149398681,0.317689431,0.267487794
471,0.169612703,0.772653003,0.955987109
472,0.111147968,0.36971156,0.338547876
473,0.111147968,0.36971156,0.338547876
474,0.169612703,0.772653003,0.955987109
475,0.111147968,0.36971156,0.338547876
476,0.111147968,0.36971156,0.338547876
477,0.111147968,0.36971156,0.338547876
478,0.199537099,0.435699613,1
479,0.111147968,0.36971156,0.338547876
480,0.111147968,0.36971156,0.338547876
481,0.111147968,0.36971156,0.338547876
482,0.111147968,0.36971156,0.338547876
483,0.111147968,0.36971156,0.338547876
484,0.149398681,0.317689431,0.267487794
485,0.111147968,0.36971156,0.338547876
486,0.157171822,0.410550213,0.333668947
487,0.111147968,0.36971156,0.338547876
488,0.17424778,0.742373942,0.775330908
489,0.190840665,0.467161528,0.705465294
490,0.169612703,0.772653003,0.955987109
491,0.111147968,0.36971156,0.338547876
492,0.111147968,0.36971156,0.338547876
493,0.111147968,0.36971156,0.338547876
494,0.111147968,0.36971156,0.338547876
495,0.169612703,0.772653003,0.955987109
496,0.111147968,0.36971156,0.338547876
497,0.169612703,0.772653003,0.955987109
498,0.111147968,0.36971156,0.338547876
499,0.12557506,0.553470364,0.254462902
500,0.169612703,0.772653003,0.955987109
501,0.09346174,0.622499835,0.086186741
502,0.190840665,0.467161528,0.705465294
503,0.151160613,0.120764229,0.631136407
504,0.111147968,0.36971156,0.338547876
505,0,0.922677812,0.155927439
506,0.111147968,0.36971156,0.338547876
507,0.157171822,0.410550213,0.333668947
508,0.111147968,0.36971156,0.338547876
509,0.169612703,0.772653003,0.955987109
510,0.111147968,0.36971156,0.338547876
511,0.157171822,0.410550213,0.333668947
512,0.169612703,0.772653003,0.955987109
513,0.169612703,0.772653003,0.955987109
514,0.111147968,0.36971156,0.338547876
515,0.191747606,0.399015924,0.567586719
516,0.174796132,0.460154809,0.216352243
517,0.174796132,0.460154809,0.216352243
518,0.111147968,0.36971156,0.338547876
519,0.191747606,0.399015924,0.567586719
520,0.169612703,0.772653003,0.955987109
521,0.111147968,0.36971156,0.338547876
522,0.169612703,0.772653003,0.955987109
523,0.149398681,0.317689431,0.267487794
524,0.174796132,0.460154809,0.216352243
525,0.173130119,0.647200716,0.497585817
526,0.169612703,0.772653003,0.955987109
527,0.121866429,0.109064402,0.171812652
528,0.169612703,0.772653003,0.955987109
529,0.111147968,0.36971156,0.338547876
530,0.169612703,0.772653003,0.955987109
531,0.191747606,0.399015924,0.567586719
532,0.12557506,0.553470364,0.254462902
533,0.169612703,0.772653003,0.955987109
534,0.191747606,0.399015924,0.567586719
535,0.111147968,0.36971156,0.338547876
536,0.169612703,0.772653003,0.955987109
537,0.174796132,0.460154809,0.216352243
538,0.111147968,0.36971156,0.338547876
539,0.191747606,0.399015924,0.567586719
540,0.174796132,0.460154809,0.216352243
541,0.111147968,0.36971156,0.338547876
542,0.111147968,0.36971156,0.338547876
543,0.190840665,0.467161528,0.705465294
544,0.169612703,0.772653003,0.955987109
545,0.111147968,0.36971156,0.338547876
546,0.17424778,0.742373942,0.775330908
547,0.199537099,0.435699613,1
548,0.191747606,0.399015924,0.567586719
549,0.190840665,0.467161528,0.705465294
550,0.111147968,0.36971156,0.338547876
551,0.17424778,0.742373942,0.775330908
552,0.169612703,0.772653003,0.955987109
553,0.149398681,0.317689431,0.267487794
554,0.111147968,0.36971156,0.338547876
555,0.157171822,0.410550213,0.333668947
556,0.169612703,0.772653003,0.955987109
557,0.173130119,0.647200716,0.497585817
558,0.111147968,0.36971156,0.338547876
559,0.157171822,0.410550213,0.333668947
560,0.09674354,0.413468128,0.229448544
561,0.111147968,0.36971156,0.338547876
562,0.111147968,0.36971156,0.338547876
563,0.174796132,0.460154809,0.216352243
564,0.111147968,0.36971156,0.338547876
565,0.169612703,0.772653003,0.955987109
566,0.111147968,0.36971156,0.338547876
567,0.111147968,0.36971156,0.338547876
568,0.111147968,0.36971156,0.338547876
569,0.111147968,0.36971156,0.338547876
570,0.222283611,0.927346407,0.2357272
571,0.111147968,0.36971156,0.338547876
572,0.169612703,0.772653003,0.955987109
573,0.157171822,0.410550213,0.333668947
574,0.111147968,0.36971156,0.338547876
575,0.111147968,0.36971156,0.338547876
576,0.111147968,0.36971156,0.338547876
577,0.190840665,0.467161528,0.705465294
578,0.199537099,0.435699613,1
579,0.190840665,0.467161528,0.705465294
580,0.17424778,0.742373942,0.775330908
581,0.09674354,0.413468128,0.229448544
582,0.111147968,0.36971156,0.338547876
583,0.111147968,0.36971156,0.338547876
584,0.169612703,0.772653003,0.955987109
585,0.169612703,0.772653003,0.955987109
586,0.169612703,0.772653003,0.955987109
587,0.199537099,0.435699613,1
588,0.151160613,0.120764229,0.631136407
589,0.151160613,0.120764229,0.631136407
590,0.149398681,0.317689431,0.267487794
591,0.09674354,0.413468128,0.229448544
592,0.111147968,0.36971156,0.338547876
593,0.111147968,0.36971156,0.338547876
594,0.111147968,0.36971156,0.338547876
595,0.169612703,0.772653003,0.955987109
596,0.199537099,0.435699613,1
597,0.169612703,0.772653003,0.955987109
598,0.169612703,0.772653003,0.955987109
599,0.111147968,0.36971156,0.338547876
600,0.111147968,0.36971156,0.338547876
601,0.111147968,0.36971156,0.338547876
602,0.157171822,0.410550213,0.333668947
603,0.169612703,0.772653003,0.955987109
604,0.111147968,0.36971156,0.338547876
605,0.169612703,0.772653003,0.955987109
606,0.169612703,0.772653003,0.955987109
607,0.199537099,0.435699613,1
608,0.111147968,0.36971156,0.338547876
609,0.169612703,0.772653003,0.955987109
610,0.111147968,0.36971156,0.338547876
611,0.111147968,0.36971156,0.338547876
612,0.111147968,0.36971156,0.338547876
613,0.169612703,0.772653003,0.955987109
614,0.09674354,0.413468128,0.229448544
615,0.191747606,0.399015924,0.567586719
616,0.111147968,0.36971156,0.338547876
617,0.174796132,0.460154809,0.216352243
618,0.190840665,0.467161528,0.705465294
619,0.169612703,0.772653003,0.955987109
620,0.190840665,0.467161528,0.705465294
621,0.111147968,0.36971156,0.338547876
622,0.199537099,0.435699613,1
623,0.111147968,0.36971156,0.338547876
624,0.151160613,0.120764229,0.631136407
625,0.191747606,0.399015924,0.567586719
626,0.169612703,0.772653003,0.955987109
627,0.190840665,0.467161528,0.705465294
628,0.169612703,0.772653003,0.955987109
629,0.169612703,0.772653003,0.955987109
630,0.190840665,0.467161528,0.705465294
631,0.151160613,0.120764229,0.631136407
632,0.09674354,0.413468128,0.229448544
633,0.111147968,0.36971156,0.338547876
634,0.169612703,0.772653003,0.955987109
635,0.09674354,0.413468128,0.229448544
636,0.09674354,0.413468128,0.229448544
637,0.111147968,0.36971156,0.338547876
638,0.111147968,0.36971156,0.338547876
639,0.191747606,0.399015924,0.567586719
640,0.111147968,0.36971156,0.338547876
641,0.111147968,0.36971156,0.338547876
642,0.191747606,0.399015924,0.567586719
643,0.157171822,0.410550213,0.333668947
644,0.111147968,0.36971156,0.338547876
645,0.09674354,0.413468128,0.229448544
646,0.169612703,0.772653003,0.955987109
647,0.09674354,0.413468128,0.229448544
648,0.111147968,0.36971156,0.338547876
649,0.17424778,0.742373942,0.775330908
650,0.191747606,0.399015924,0.567586719
651,0.169612703,0.772653003,0.955987109
652,0.17424778,0.742373942,0.775330908
653,0.09674354,0.413468128,0.229448544
654,0.169612703,0.772653003,0.955987109
655,0.09674354,0.413468128,0.229448544
656,0.17424778,0.742373942,0.775330908
657,0.157171822,0.410550213,0.333668947
658,0.199537099,0.435699613,1
659,0.111147968,0.36971156,0.338547876
660,0.111147968,0.36971156,0.338547876
661,0.199537099,0.435699613,1
662,0.169612703,0.772653003,0.955987109
663,0.169612703,0.772653003,0.955987109
664,0.169612703,0.772653003,0.955987109
665,0.169612703,0.772653003,0.955987109
666,0.174796132,0.460154809,0.216352243
667,0.111147968,0.36971156,0.338547876
668,0.157171822,0.410550213,0.333668947
669,0.111147968,0.36971156,0.338547876
670,0.09674354,0.413468128,0.229448544
671,0.190840665,0.467161528,0.705465294
672,0.111147968,0.36971156,0.338547876
673,0.190840665,0.467161528,0.705465294
674,0.111147968,0.36971156,0.338547876
675,0.169612703,0.772653003,0.955987109
676,0.111147968,0.36971156,0.338547876
677,0.151160613,0.120764229,0.631136407
678,0.190840665,0.467161528,0.705465294
679,0.111147968,0.36971156,0.338547876
680,0.111147968,0.36971156,0.338547876
681,0.09674354,0.413468128,0.229448544
682,0.111147968,0.36971156,0.338547876
683,0.111147968,0.36971156,0.338547876
684,0.111147968,0.36971156,0.338547876
685,0.111147968,0.36971156,0.338547876
686,0.199537099,0.435699613,1
687,0.111147968,0.36971156,0.338547876
688,0.111147968,0.36971156,0.338547876
689,0.111147968,0.36971156,0.338547876
690,0.111147968,0.36971156,0.338547876
691,0.111147968,0.36971156,0.338547876
692,0.09674354,0.413468128,0.229448544
693,0.111147968,0.36971156,0.338547876
694,0.111147968,0.36971156,0.338547876
695,0.111147968,0.36971156,0.338547876
696,0.111147968,0.36971156,0.338547876
697,0.191747606,0.399015924,0.567586719
698,0.169612703,0.772653003,0.955987109
699,0.174796132,0.460154809,0.216352243
700,0.09674354,0.413468128,0.229448544
701,0.09674354,0.413468128,0.229448544
702,0.169612703,0.772653003,0.955987109
703,0.111147968,0.36971156,0.338547876
704,0.23006662,1,0.245879867
705,0.149398681,0.317689431,0.267487794
706,0.169612703,0.772653003,0.955987109
707,0.149398681,0.317689431,0.267487794
708,0.09674354,0.413468128,0.229448544
709,0.111147968,0.36971156,0.338547876
710,0.09674354,0.413468128,0.229448544
711,0.111147968,0.36971156,0.338547876
712,0.169612703,0.772653003,0.955987109
713,0.09674354,0.413468128,0.229448544
714,0.111147968,0.36971156,0.338547876
715,0.09674354,0.413468128,0.229448544
716,0.151160613,0.120764229,0.631136407
717,0.09674354,0.413468128,0.229448544
718,0.199537099,0.435699613,1
719,0.191747606,0.399015924,0.567586719
720,0.111147968,0.36971156,0.338547876
721,0.09674354,0.413468128,0.229448544
722,0.17424778,0.742373942,0.775330908
723,0.09674354,0.413468128,0.229448544
724,0.09674354,0.413468128,0.229448544
725,0.111147968,0.36971156,0.338547876
726,0.111147968,0.36971156,0.338547876
727,0.174796132,0.460154809,0.216352243
728,0.169612703,0.772653003,0.955987109
729,0.151160613,0.120764229,0.631136407
730,0.111147968,0.36971156,0.338547876
731,0.111147968,0.36971156,0.338547876
732,0.111147968,0.36971156,0.338547876
733,0.111147968,0.36971156,0.338547876
734,0.09674354,0.413468128,0.229448544
735,0.169612703,0.772653003,0.955987109
736,0.190840665,0.467161528,0.705465294
737,0.149398681,0.317689431,0.267487794
738,0.111147968,0.36971156,0.338547876
739,0.111147968,0.36971156,0.338547876
740,0.190840665,0.467161528,0.705465294
741,0.09674354,0.413468128,0.229448544
742,0.111147968,0.36971156,0.338547876
743,0.151160613,0.120764229,0.631136407
744,0.190840665,0.467161528,0.705465294
745,0.190840665,0.467161528,0.705465294
746,0.09674354,0.413468128,0.229448544
747,0.149398681,0.317689431,0.267487794
748,0.199537099,0.435699613,1
749,0.111147968,0.36971156,0.338547876
750,0.111147968,0.36971156,0.338547876
751,0.111147968,0.36971156,0.338547876
752,0.111147968,0.36971156,0.338547876
753,0.169612703,0.772653003,0.955987109
754,0.09674354,0.413468128,0.229448544
755,0.111147968,0.36971156,0.338547876
756,0.09674354,0.413468128,0.229448544
757,0.111147968,0.36971156,0.338547876
758,0.169612703,0.772653003,0.955987109
759,0.09674354,0.413468128,0.229448544
760,0.169612703,0.772653003,0.955987109
